ID;Atividade;Situacao;Inicio;Fim;Duracao;Recurso
177;Task #177;documentation;2014-05-02T11:01:00+00:00;2014-05-02T17:37:00+00:00;23760;Mary
177;Task #177;development;2014-05-02T17:37:00+00:00;2014-05-04T04:39:00+00:00;126120;Rob
177;Task #177;test;2014-05-04T04:39:00+00:00;2014-05-05T17:48:00+00:00;133740;Bob
177;Task #177;finished;2014-05-05T17:48:00+00:00;2014-05-05T18:58:00+00:00;4200;Marie
178;Task #178;pending;2014-05-01T15:39:00+00:00;2014-05-02T15:08:00+00:00;84540;Luke
178;Task #178;documentation;2014-05-02T15:08:00+00:00;2014-05-03T00:01:00+00:00;31980;Marie
178;Task #178;development;2014-05-03T00:01:00+00:00;2014-05-04T20:20:00+00:00;159540;Joana
178;Task #178;test;2014-05-04T20:20:00+00:00;2014-05-06T05:52:00+00:00;120720;Rob
178;Task #178;finished;2014-05-06T05:52:00+00:00;2014-05-06T06:55:00+00:00;3780;Marie
179;Task #179;pending;2014-05-06T05:52:00+00:00;2014-05-07T08:54:00+00:00;97320;Joana
179;Task #179;documentation;2014-05-07T08:54:00+00:00;2014-05-07T16:35:00+00:00;27660;Joana
179;Task #179;development;2014-05-07T16:35:00+00:00;2014-05-09T13:40:00+00:00;162300;Ashley
179;Task #179;test;2014-05-09T13:40:00+00:00;2014-05-10T23:14:00+00:00;120840;Luke
179;Task #179;finished;2014-05-10T23:14:00+00:00;2014-05-11T00:04:00+00:00;3000;Luke
180;Task #180;pending;2014-05-10T23:14:00+00:00;2014-05-12T02:54:00+00:00;99600;Bob
180;Task #180;documentation;2014-05-12T02:54:00+00:00;2014-05-12T09:32:00+00:00;23880;Joana
180;Task #180;development;2014-05-12T09:32:00+00:00;2014-05-14T05:06:00+00:00;156840;Rob
180;Task #180;test;2014-05-14T05:06:00+00:00;2014-05-15T13:51:00+00:00;117900;Rob
180;Task #180;finished;2014-05-15T13:51:00+00:00;2014-05-15T15:01:00+00:00;4200;Marie
181;Task #181;pending;2014-05-15T13:51:00+00:00;2014-05-16T12:41:00+00:00;82200;Mary
181;Task #181;documentation;2014-05-16T12:41:00+00:00;2014-05-16T19:17:00+00:00;23760;Marie
181;Task #181;development;2014-05-16T19:17:00+00:00;2014-05-18T03:18:00+00:00;115260;Jonh
181;Task #181;test;2014-05-18T03:18:00+00:00;2014-05-19T12:54:00+00:00;120960;Joana
181;Task #181;finished;2014-05-19T12:54:00+00:00;2014-05-19T13:53:00+00:00;3540;Jonh
182;Task #182;pending;2014-05-19T12:54:00+00:00;2014-05-20T13:04:00+00:00;87000;Luke
182;Task #182;documentation;2014-05-20T13:04:00+00:00;2014-05-20T19:45:00+00:00;24060;Joana
182;Task #182;development;2014-05-20T19:45:00+00:00;2014-05-22T17:21:00+00:00;164160;Marie
182;Task #182;test;2014-05-22T17:21:00+00:00;2014-05-24T03:48:00+00:00;124020;Luke
182;Task #182;finished;2014-05-24T03:48:00+00:00;2014-05-24T04:45:00+00:00;3420;Mary
183;Task #183;pending;2014-05-24T03:48:00+00:00;2014-05-25T01:35:00+00:00;78420;Jonh
183;Task #183;documentation;2014-05-25T01:35:00+00:00;2014-05-25T08:31:00+00:00;24960;Joana
183;Task #183;development;2014-05-25T08:31:00+00:00;2014-05-26T20:33:00+00:00;129720;Ashley
183;Task #183;test;2014-05-26T20:33:00+00:00;2014-05-28T07:38:00+00:00;126300;Marie
183;Task #183;finished;2014-05-28T07:38:00+00:00;2014-05-28T08:34:00+00:00;3360;Ashley
184;Task #184;pending;2014-05-28T07:38:00+00:00;2014-05-29T11:32:00+00:00;100440;Ashley
184;Task #184;documentation;2014-05-29T11:32:00+00:00;2014-05-29T19:00:00+00:00;26880;Bob
184;Task #184;development;2014-05-29T19:00:00+00:00;2014-05-31T10:13:00+00:00;141180;Joana
184;Task #184;test;2014-05-31T10:13:00+00:00;2014-06-02T05:37:00+00:00;156240;Luke
184;Task #184;finished;2014-06-02T05:37:00+00:00;2014-06-02T06:27:00+00:00;3000;Marie
185;Task #185;pending;2014-06-02T05:37:00+00:00;2014-06-03T07:25:00+00:00;92880;Marie
185;Task #185;documentation;2014-06-03T07:25:00+00:00;2014-06-03T14:48:00+00:00;26580;Bob
185;Task #185;development;2014-06-03T14:48:00+00:00;2014-06-05T03:43:00+00:00;132900;Jonh
185;Task #185;test;2014-06-05T03:43:00+00:00;2014-06-07T02:02:00+00:00;166740;Bob
185;Task #185;finished;2014-06-07T02:02:00+00:00;2014-06-07T03:10:00+00:00;4080;Rob
186;Task #186;pending;2014-06-02T06:27:00+00:00;2014-06-03T04:19:00+00:00;78720;Ashley
186;Task #186;documentation;2014-06-03T04:19:00+00:00;2014-06-03T13:35:00+00:00;33360;Joana
186;Task #186;development;2014-06-03T13:35:00+00:00;2014-06-05T08:36:00+00:00;154860;Marie
186;Task #186;test;2014-06-05T08:36:00+00:00;2014-06-07T04:02:00+00:00;156360;Rob
186;Task #186;finished;2014-06-07T04:02:00+00:00;2014-06-07T04:56:00+00:00;3240;Luke
187;Task #187;pending;2014-06-07T04:02:00+00:00;2014-06-08T05:38:00+00:00;92160;Rob
187;Task #187;documentation;2014-06-08T05:38:00+00:00;2014-06-08T13:52:00+00:00;29640;Luke
187;Task #187;development;2014-06-08T13:52:00+00:00;2014-06-10T00:50:00+00:00;125880;Rob
187;Task #187;test;2014-06-10T00:50:00+00:00;2014-06-11T22:33:00+00:00;164580;Luke
187;Task #187;finished;2014-06-11T22:33:00+00:00;2014-06-11T23:25:00+00:00;3120;Joana
188;Task #188;pending;2014-06-11T22:33:00+00:00;2014-06-13T01:26:00+00:00;96780;Marie
188;Task #188;documentation;2014-06-13T01:26:00+00:00;2014-06-13T07:59:00+00:00;23580;Mary
188;Task #188;development;2014-06-13T07:59:00+00:00;2014-06-15T02:50:00+00:00;154260;Rob
188;Task #188;test;2014-06-15T02:50:00+00:00;2014-06-17T00:52:00+00:00;165720;Joana
188;Task #188;finished;2014-06-17T00:52:00+00:00;2014-06-17T01:43:00+00:00;3060;Ashley
189;Task #189;pending;2014-06-17T00:52:00+00:00;2014-06-18T01:42:00+00:00;89400;Bob
189;Task #189;documentation;2014-06-18T01:42:00+00:00;2014-06-18T08:16:00+00:00;23640;Bob
189;Task #189;development;2014-06-18T08:16:00+00:00;2014-06-19T19:34:00+00:00;127080;Rob
189;Task #189;test;2014-06-19T19:34:00+00:00;2014-06-21T04:40:00+00:00;119160;Luke
189;Task #189;finished;2014-06-21T04:40:00+00:00;2014-06-21T05:36:00+00:00;3360;Marie
190;Task #190;pending;2014-06-21T04:40:00+00:00;2014-06-22T06:13:00+00:00;91980;Jonh
190;Task #190;documentation;2014-06-22T06:13:00+00:00;2014-06-22T13:07:00+00:00;24840;Jonh
190;Task #190;development;2014-06-22T13:07:00+00:00;2014-06-24T01:46:00+00:00;131940;Mary
190;Task #190;test;2014-06-24T01:46:00+00:00;2014-06-25T22:22:00+00:00;160560;Ashley
190;Task #190;finished;2014-06-25T22:22:00+00:00;2014-06-25T23:27:00+00:00;3900;Marie
191;Task #191;pending;2014-06-25T22:22:00+00:00;2014-06-26T23:45:00+00:00;91380;Joana
191;Task #191;documentation;2014-06-26T23:45:00+00:00;2014-06-27T07:28:00+00:00;27780;Rob
191;Task #191;development;2014-06-27T07:28:00+00:00;2014-06-28T17:01:00+00:00;120780;Marie
191;Task #191;test;2014-06-28T17:01:00+00:00;2014-06-30T13:13:00+00:00;159120;Mary
191;Task #191;finished;2014-06-30T13:13:00+00:00;2014-06-30T14:08:00+00:00;3300;Joana
192;Task #192;pending;2014-06-30T13:13:00+00:00;2014-07-01T13:01:00+00:00;85680;Marie
192;Task #192;documentation;2014-07-01T13:01:00+00:00;2014-07-01T21:36:00+00:00;30900;Ashley
192;Task #192;development;2014-07-01T21:36:00+00:00;2014-07-03T20:48:00+00:00;169920;Ashley
192;Task #192;test;2014-07-03T20:48:00+00:00;2014-07-05T13:23:00+00:00;146100;Bob
192;Task #192;finished;2014-07-05T13:23:00+00:00;2014-07-05T14:14:00+00:00;3060;Jonh
193;Task #193;pending;2014-07-05T13:23:00+00:00;2014-07-06T16:30:00+00:00;97620;Ashley
193;Task #193;documentation;2014-07-06T16:30:00+00:00;2014-07-06T23:32:00+00:00;25320;Marie
193;Task #193;development;2014-07-06T23:32:00+00:00;2014-07-08T17:55:00+00:00;152580;Ashley
193;Task #193;test;2014-07-08T17:55:00+00:00;2014-07-10T11:28:00+00:00;149580;Bob
193;Task #193;finished;2014-07-10T11:28:00+00:00;2014-07-10T12:24:00+00:00;3360;Ashley
194;Task #194;pending;2014-07-05T14:14:00+00:00;2014-07-06T10:27:00+00:00;72780;Joana
194;Task #194;documentation;2014-07-06T10:27:00+00:00;2014-07-06T17:02:00+00:00;23700;Luke
194;Task #194;development;2014-07-06T17:02:00+00:00;2014-07-08T16:55:00+00:00;172380;Marie
194;Task #194;test;2014-07-08T16:55:00+00:00;2014-07-10T16:36:00+00:00;171660;Joana
194;Task #194;finished;2014-07-10T16:36:00+00:00;2014-07-10T17:24:00+00:00;2880;Jonh
195;Task #195;pending;2014-07-10T16:36:00+00:00;2014-07-11T16:10:00+00:00;84840;Ashley
195;Task #195;documentation;2014-07-11T16:10:00+00:00;2014-07-12T00:31:00+00:00;30060;Bob
195;Task #195;development;2014-07-12T00:31:00+00:00;2014-07-13T17:20:00+00:00;146940;Ashley
195;Task #195;test;2014-07-13T17:20:00+00:00;2014-07-15T12:09:00+00:00;154140;Jonh
195;Task #195;finished;2014-07-15T12:09:00+00:00;2014-07-15T13:13:00+00:00;3840;Marie
196;Task #196;pending;2014-07-15T12:09:00+00:00;2014-07-16T08:45:00+00:00;74160;Rob
196;Task #196;documentation;2014-07-16T08:45:00+00:00;2014-07-16T15:17:00+00:00;23520;Mary
196;Task #196;development;2014-07-16T15:17:00+00:00;2014-07-18T05:56:00+00:00;139140;Ashley
196;Task #196;test;2014-07-18T05:56:00+00:00;2014-07-19T20:36:00+00:00;139200;Joana
196;Task #196;finished;2014-07-19T20:36:00+00:00;2014-07-19T21:33:00+00:00;3420;Marie
197;Task #197;pending;2014-07-19T20:36:00+00:00;2014-07-20T18:14:00+00:00;77880;Marie
197;Task #197;documentation;2014-07-20T18:14:00+00:00;2014-07-21T03:13:00+00:00;32340;Luke
197;Task #197;development;2014-07-21T03:13:00+00:00;2014-07-23T03:03:00+00:00;172200;Rob
197;Task #197;test;2014-07-23T03:03:00+00:00;2014-07-24T23:35:00+00:00;160320;Luke
197;Task #197;finished;2014-07-24T23:35:00+00:00;2014-07-25T00:38:00+00:00;3780;Marie
198;Task #198;pending;2014-07-24T23:35:00+00:00;2014-07-26T01:45:00+00:00;94200;Luke
198;Task #198;documentation;2014-07-26T01:45:00+00:00;2014-07-26T09:57:00+00:00;29520;Bob
198;Task #198;development;2014-07-26T09:57:00+00:00;2014-07-28T03:34:00+00:00;149820;Jonh
198;Task #198;test;2014-07-28T03:34:00+00:00;2014-07-29T14:41:00+00:00;126420;Ashley
198;Task #198;finished;2014-07-29T14:41:00+00:00;2014-07-29T15:34:00+00:00;3180;Jonh
199;Task #199;pending;2014-07-29T14:41:00+00:00;2014-07-30T10:31:00+00:00;71400;Luke
199;Task #199;documentation;2014-07-30T10:31:00+00:00;2014-07-30T19:49:00+00:00;33480;Joana
199;Task #199;development;2014-07-30T19:49:00+00:00;2014-08-01T11:05:00+00:00;141360;Bob
199;Task #199;test;2014-08-01T11:05:00+00:00;2014-08-02T23:58:00+00:00;132780;Marie
199;Task #199;finished;2014-08-02T23:58:00+00:00;2014-08-03T01:06:00+00:00;4080;Ashley
200;Task #200;pending;2014-08-02T23:58:00+00:00;2014-08-04T03:52:00+00:00;100440;Ashley
200;Task #200;documentation;2014-08-04T03:52:00+00:00;2014-08-04T12:59:00+00:00;32820;Luke
200;Task #200;development;2014-08-04T12:59:00+00:00;2014-08-06T03:23:00+00:00;138240;Ashley
200;Task #200;test;2014-08-06T03:23:00+00:00;2014-08-07T16:18:00+00:00;132900;Jonh
200;Task #200;finished;2014-08-07T16:18:00+00:00;2014-08-07T17:17:00+00:00;3540;Rob
201;Task #201;pending;2014-08-07T16:18:00+00:00;2014-08-08T17:58:00+00:00;92400;Marie
201;Task #201;documentation;2014-08-08T17:58:00+00:00;2014-08-09T00:59:00+00:00;25260;Luke
201;Task #201;development;2014-08-09T00:59:00+00:00;2014-08-10T22:44:00+00:00;164700;Ashley
201;Task #201;test;2014-08-10T22:44:00+00:00;2014-08-12T19:12:00+00:00;160080;Marie
201;Task #201;finished;2014-08-12T19:12:00+00:00;2014-08-12T20:20:00+00:00;4080;Joana
202;Task #202;pending;2014-08-07T17:17:00+00:00;2014-08-08T16:03:00+00:00;81960;Luke
202;Task #202;documentation;2014-08-08T16:03:00+00:00;2014-08-09T01:19:00+00:00;33360;Ashley
202;Task #202;development;2014-08-09T01:19:00+00:00;2014-08-10T21:31:00+00:00;159120;Jonh
202;Task #202;test;2014-08-10T21:31:00+00:00;2014-08-12T11:09:00+00:00;135480;Mary
202;Task #202;finished;2014-08-12T11:09:00+00:00;2014-08-12T12:04:00+00:00;3300;Luke
203;Task #203;pending;2014-08-12T11:09:00+00:00;2014-08-13T10:43:00+00:00;84840;Marie
203;Task #203;documentation;2014-08-13T10:43:00+00:00;2014-08-13T17:16:00+00:00;23580;Mary
203;Task #203;development;2014-08-13T17:16:00+00:00;2014-08-15T16:52:00+00:00;171360;Luke
203;Task #203;test;2014-08-15T16:52:00+00:00;2014-08-17T03:07:00+00:00;123300;Joana
203;Task #203;finished;2014-08-17T03:07:00+00:00;2014-08-17T04:09:00+00:00;3720;Jonh
204;Task #204;pending;2014-08-17T03:07:00+00:00;2014-08-17T23:26:00+00:00;73140;Jonh
204;Task #204;documentation;2014-08-17T23:26:00+00:00;2014-08-18T06:51:00+00:00;26700;Luke
204;Task #204;development;2014-08-18T06:51:00+00:00;2014-08-19T22:32:00+00:00;142860;Joana
204;Task #204;test;2014-08-19T22:32:00+00:00;2014-08-21T09:56:00+00:00;127440;Bob
204;Task #204;finished;2014-08-21T09:56:00+00:00;2014-08-21T10:59:00+00:00;3780;Joana
205;Task #205;pending;2014-08-21T09:56:00+00:00;2014-08-22T14:07:00+00:00;101460;Joana
205;Task #205;documentation;2014-08-22T14:07:00+00:00;2014-08-22T23:38:00+00:00;34260;Joana
205;Task #205;development;2014-08-22T23:38:00+00:00;2014-08-24T18:00:00+00:00;152520;Rob
205;Task #205;test;2014-08-24T18:00:00+00:00;2014-08-26T13:11:00+00:00;155460;Mary
205;Task #205;finished;2014-08-26T13:11:00+00:00;2014-08-26T14:00:00+00:00;2940;Mary
206;Task #206;pending;2014-08-26T13:11:00+00:00;2014-08-27T14:22:00+00:00;90660;Marie
206;Task #206;documentation;2014-08-27T14:22:00+00:00;2014-08-27T21:04:00+00:00;24120;Rob
206;Task #206;development;2014-08-27T21:04:00+00:00;2014-08-29T15:43:00+00:00;153540;Ashley
206;Task #206;test;2014-08-29T15:43:00+00:00;2014-08-31T05:33:00+00:00;136200;Ashley
206;Task #206;finished;2014-08-31T05:33:00+00:00;2014-08-31T06:23:00+00:00;3000;Rob
207;Task #207;pending;2014-08-31T05:33:00+00:00;2014-09-01T07:52:00+00:00;94740;Ashley
207;Task #207;documentation;2014-09-01T07:52:00+00:00;2014-09-01T15:37:00+00:00;27900;Mary
207;Task #207;development;2014-09-01T15:37:00+00:00;2014-09-03T00:15:00+00:00;117480;Rob
207;Task #207;test;2014-09-03T00:15:00+00:00;2014-09-04T16:52:00+00:00;146220;Jonh
207;Task #207;finished;2014-09-04T16:52:00+00:00;2014-09-04T17:41:00+00:00;2940;Jonh
208;Task #208;pending;2014-09-04T16:52:00+00:00;2014-09-05T14:03:00+00:00;76260;Bob
208;Task #208;documentation;2014-09-05T14:03:00+00:00;2014-09-05T22:53:00+00:00;31800;Marie
208;Task #208;development;2014-09-05T22:53:00+00:00;2014-09-07T16:16:00+00:00;148980;Rob
208;Task #208;test;2014-09-07T16:16:00+00:00;2014-09-09T13:58:00+00:00;164520;Ashley
208;Task #208;finished;2014-09-09T13:58:00+00:00;2014-09-09T15:01:00+00:00;3780;Jonh
209;Task #209;pending;2014-09-09T13:58:00+00:00;2014-09-10T14:51:00+00:00;89580;Marie
209;Task #209;documentation;2014-09-10T14:51:00+00:00;2014-09-10T23:23:00+00:00;30720;Bob
209;Task #209;development;2014-09-10T23:23:00+00:00;2014-09-12T21:01:00+00:00;164280;Bob
209;Task #209;test;2014-09-12T21:01:00+00:00;2014-09-14T07:17:00+00:00;123360;Marie
209;Task #209;finished;2014-09-14T07:17:00+00:00;2014-09-14T08:21:00+00:00;3840;Rob
210;Task #210;pending;2014-09-09T15:01:00+00:00;2014-09-10T18:36:00+00:00;99300;Joana
210;Task #210;documentation;2014-09-10T18:36:00+00:00;2014-09-11T03:11:00+00:00;30900;Jonh
210;Task #210;development;2014-09-11T03:11:00+00:00;2014-09-12T21:14:00+00:00;151380;Rob
210;Task #210;test;2014-09-12T21:14:00+00:00;2014-09-14T18:56:00+00:00;164520;Rob
210;Task #210;finished;2014-09-14T18:56:00+00:00;2014-09-14T19:56:00+00:00;3600;Ashley
211;Task #211;pending;2014-09-14T18:56:00+00:00;2014-09-15T15:25:00+00:00;73740;Joana
211;Task #211;documentation;2014-09-15T15:25:00+00:00;2014-09-15T22:45:00+00:00;26400;Marie
211;Task #211;development;2014-09-15T22:45:00+00:00;2014-09-17T12:30:00+00:00;135900;Bob
211;Task #211;test;2014-09-17T12:30:00+00:00;2014-09-19T11:24:00+00:00;168840;Marie
211;Task #211;finished;2014-09-19T11:24:00+00:00;2014-09-19T12:19:00+00:00;3300;Jonh
212;Task #212;pending;2014-09-19T11:24:00+00:00;2014-09-20T08:07:00+00:00;74580;Marie
212;Task #212;documentation;2014-09-20T08:07:00+00:00;2014-09-20T17:10:00+00:00;32580;Marie
212;Task #212;development;2014-09-20T17:10:00+00:00;2014-09-22T11:58:00+00:00;154080;Joana
212;Task #212;test;2014-09-22T11:58:00+00:00;2014-09-24T02:07:00+00:00;137340;Luke
212;Task #212;finished;2014-09-24T02:07:00+00:00;2014-09-24T03:12:00+00:00;3900;Mary
213;Task #213;pending;2014-09-24T02:07:00+00:00;2014-09-25T03:28:00+00:00;91260;Rob
213;Task #213;documentation;2014-09-25T03:28:00+00:00;2014-09-25T11:31:00+00:00;28980;Rob
213;Task #213;development;2014-09-25T11:31:00+00:00;2014-09-27T08:29:00+00:00;161880;Joana
213;Task #213;test;2014-09-27T08:29:00+00:00;2014-09-28T18:57:00+00:00;124080;Luke
213;Task #213;finished;2014-09-28T18:57:00+00:00;2014-09-28T19:49:00+00:00;3120;Marie
214;Task #214;pending;2014-09-28T18:57:00+00:00;2014-09-29T20:57:00+00:00;93600;Marie
214;Task #214;documentation;2014-09-29T20:57:00+00:00;2014-09-30T04:40:00+00:00;27780;Ashley
214;Task #214;development;2014-09-30T04:40:00+00:00;2014-10-01T22:25:00+00:00;150300;Rob
214;Task #214;test;2014-10-01T22:25:00+00:00;2014-10-03T15:03:00+00:00;146280;Jonh
214;Task #214;finished;2014-10-03T15:03:00+00:00;2014-10-03T16:09:00+00:00;3960;Marie
215;Task #215;pending;2014-10-03T15:03:00+00:00;2014-10-04T18:31:00+00:00;98880;Jonh
215;Task #215;documentation;2014-10-04T18:31:00+00:00;2014-10-05T01:08:00+00:00;23820;Rob
215;Task #215;development;2014-10-05T01:08:00+00:00;2014-10-06T10:33:00+00:00;120300;Ashley
215;Task #215;test;2014-10-06T10:33:00+00:00;2014-10-08T06:50:00+00:00;159420;Bob
215;Task #215;finished;2014-10-08T06:50:00+00:00;2014-10-08T07:55:00+00:00;3900;Marie
216;Task #216;pending;2014-10-08T06:50:00+00:00;2014-10-09T09:42:00+00:00;96720;Joana
216;Task #216;documentation;2014-10-09T09:42:00+00:00;2014-10-09T19:06:00+00:00;33840;Ashley
216;Task #216;development;2014-10-09T19:06:00+00:00;2014-10-11T15:14:00+00:00;158880;Joana
216;Task #216;test;2014-10-11T15:14:00+00:00;2014-10-13T10:49:00+00:00;156900;Marie
216;Task #216;finished;2014-10-13T10:49:00+00:00;2014-10-13T11:39:00+00:00;3000;Joana
217;Task #217;pending;2014-10-13T10:49:00+00:00;2014-10-14T09:16:00+00:00;80820;Luke
217;Task #217;documentation;2014-10-14T09:16:00+00:00;2014-10-14T17:24:00+00:00;29280;Mary
217;Task #217;development;2014-10-14T17:24:00+00:00;2014-10-16T13:55:00+00:00;160260;Rob
217;Task #217;test;2014-10-16T13:55:00+00:00;2014-10-18T09:58:00+00:00;158580;Mary
217;Task #217;finished;2014-10-18T09:58:00+00:00;2014-10-18T10:59:00+00:00;3660;Marie
218;Task #218;pending;2014-10-13T11:39:00+00:00;2014-10-14T15:28:00+00:00;100140;Mary
218;Task #218;documentation;2014-10-14T15:28:00+00:00;2014-10-14T22:06:00+00:00;23880;Bob
218;Task #218;development;2014-10-14T22:06:00+00:00;2014-10-16T19:57:00+00:00;165060;Jonh
218;Task #218;test;2014-10-16T19:57:00+00:00;2014-10-18T12:27:00+00:00;145800;Ashley
218;Task #218;finished;2014-10-18T12:27:00+00:00;2014-10-18T13:15:00+00:00;2880;Rob
219;Task #219;pending;2014-10-18T12:27:00+00:00;2014-10-19T17:14:00+00:00;103620;Marie
219;Task #219;documentation;2014-10-19T17:14:00+00:00;2014-10-19T23:59:00+00:00;24300;Rob
219;Task #219;development;2014-10-19T23:59:00+00:00;2014-10-21T08:46:00+00:00;118020;Marie
219;Task #219;test;2014-10-21T08:46:00+00:00;2014-10-22T18:48:00+00:00;122520;Marie
219;Task #219;finished;2014-10-22T18:48:00+00:00;2014-10-22T19:46:00+00:00;3480;Mary
220;Task #220;pending;2014-10-22T18:48:00+00:00;2014-10-23T15:47:00+00:00;75540;Rob
220;Task #220;documentation;2014-10-23T15:47:00+00:00;2014-10-23T23:23:00+00:00;27360;Rob
220;Task #220;development;2014-10-23T23:23:00+00:00;2014-10-25T07:33:00+00:00;115800;Mary
220;Task #220;test;2014-10-25T07:33:00+00:00;2014-10-27T03:36:00+00:00;158580;Joana
220;Task #220;finished;2014-10-27T03:36:00+00:00;2014-10-27T04:42:00+00:00;3960;Rob
221;Task #221;pending;2014-10-27T03:36:00+00:00;2014-10-28T03:15:00+00:00;85140;Joana
221;Task #221;documentation;2014-10-28T03:15:00+00:00;2014-10-28T11:35:00+00:00;30000;Bob
221;Task #221;development;2014-10-28T11:35:00+00:00;2014-10-29T22:29:00+00:00;125640;Bob
221;Task #221;test;2014-10-29T22:29:00+00:00;2014-10-31T16:36:00+00:00;151620;Bob
221;Task #221;finished;2014-10-31T16:36:00+00:00;2014-10-31T17:45:00+00:00;4140;Jonh
222;Task #222;pending;2014-10-31T16:36:00+00:00;2014-11-01T19:52:00+00:00;98160;Mary
222;Task #222;documentation;2014-11-01T19:52:00+00:00;2014-11-02T05:07:00+00:00;33300;Mary
222;Task #222;development;2014-11-02T05:07:00+00:00;2014-11-03T20:55:00+00:00;143280;Marie
222;Task #222;test;2014-11-03T20:55:00+00:00;2014-11-05T09:57:00+00:00;133320;Luke
222;Task #222;finished;2014-11-05T09:57:00+00:00;2014-11-05T11:08:00+00:00;4260;Luke
223;Task #223;pending;2014-11-05T09:57:00+00:00;2014-11-06T14:44:00+00:00;103620;Mary
223;Task #223;documentation;2014-11-06T14:44:00+00:00;2014-11-06T21:11:00+00:00;23220;Rob
223;Task #223;development;2014-11-06T21:11:00+00:00;2014-11-08T13:19:00+00:00;144480;Mary
223;Task #223;test;2014-11-08T13:19:00+00:00;2014-11-10T11:55:00+00:00;167760;Ashley
223;Task #223;finished;2014-11-10T11:55:00+00:00;2014-11-10T12:47:00+00:00;3120;Luke
224;Task #224;pending;2014-11-10T11:55:00+00:00;2014-11-11T14:22:00+00:00;95220;Jonh
224;Task #224;documentation;2014-11-11T14:22:00+00:00;2014-11-11T21:25:00+00:00;25380;Mary
224;Task #224;development;2014-11-11T21:25:00+00:00;2014-11-13T18:48:00+00:00;163380;Marie
224;Task #224;test;2014-11-13T18:48:00+00:00;2014-11-15T12:15:00+00:00;149220;Marie
224;Task #224;finished;2014-11-15T12:15:00+00:00;2014-11-15T13:08:00+00:00;3180;Marie
225;Task #225;pending;2014-11-15T12:15:00+00:00;2014-11-16T15:58:00+00:00;99780;Marie
225;Task #225;documentation;2014-11-16T15:58:00+00:00;2014-11-16T23:46:00+00:00;28080;Joana
225;Task #225;development;2014-11-16T23:46:00+00:00;2014-11-18T23:31:00+00:00;171900;Marie
225;Task #225;test;2014-11-18T23:31:00+00:00;2014-11-20T14:03:00+00:00;138720;Jonh
225;Task #225;finished;2014-11-20T14:03:00+00:00;2014-11-20T14:53:00+00:00;3000;Mary
226;Task #226;pending;2014-11-15T13:08:00+00:00;2014-11-16T09:59:00+00:00;75060;Joana
226;Task #226;documentation;2014-11-16T09:59:00+00:00;2014-11-16T18:41:00+00:00;31320;Joana
226;Task #226;development;2014-11-16T18:41:00+00:00;2014-11-18T05:39:00+00:00;125880;Jonh
226;Task #226;test;2014-11-18T05:39:00+00:00;2014-11-19T19:41:00+00:00;136920;Rob
226;Task #226;finished;2014-11-19T19:41:00+00:00;2014-11-19T20:36:00+00:00;3300;Ashley
227;Task #227;pending;2014-11-19T19:41:00+00:00;2014-11-20T15:44:00+00:00;72180;Joana
227;Task #227;documentation;2014-11-20T15:44:00+00:00;2014-11-20T22:39:00+00:00;24900;Luke
227;Task #227;development;2014-11-20T22:39:00+00:00;2014-11-22T19:25:00+00:00;161160;Mary
227;Task #227;test;2014-11-22T19:25:00+00:00;2014-11-24T08:54:00+00:00;134940;Ashley
227;Task #227;finished;2014-11-24T08:54:00+00:00;2014-11-24T09:44:00+00:00;3000;Mary
228;Task #228;pending;2014-11-24T08:54:00+00:00;2014-11-25T09:19:00+00:00;87900;Marie
228;Task #228;documentation;2014-11-25T09:19:00+00:00;2014-11-25T15:59:00+00:00;24000;Ashley
228;Task #228;development;2014-11-25T15:59:00+00:00;2014-11-27T00:17:00+00:00;116280;Luke
228;Task #228;test;2014-11-27T00:17:00+00:00;2014-11-28T22:11:00+00:00;165240;Joana
228;Task #228;finished;2014-11-28T22:11:00+00:00;2014-11-28T23:00:00+00:00;2940;Ashley
229;Task #229;pending;2014-11-28T22:11:00+00:00;2014-11-29T17:24:00+00:00;69180;Bob
229;Task #229;documentation;2014-11-29T17:24:00+00:00;2014-11-30T01:01:00+00:00;27420;Ashley
229;Task #229;development;2014-11-30T01:01:00+00:00;2014-12-01T22:49:00+00:00;164880;Marie
229;Task #229;test;2014-12-01T22:49:00+00:00;2014-12-03T19:28:00+00:00;160740;Marie
229;Task #229;finished;2014-12-03T19:28:00+00:00;2014-12-03T20:37:00+00:00;4140;Joana
230;Task #230;pending;2014-12-03T19:28:00+00:00;2014-12-04T16:51:00+00:00;76980;Luke
230;Task #230;documentation;2014-12-04T16:51:00+00:00;2014-12-05T01:13:00+00:00;30120;Marie
230;Task #230;development;2014-12-05T01:13:00+00:00;2014-12-06T13:18:00+00:00;129900;Rob
230;Task #230;test;2014-12-06T13:18:00+00:00;2014-12-08T02:28:00+00:00;133800;Bob
230;Task #230;finished;2014-12-08T02:28:00+00:00;2014-12-08T03:32:00+00:00;3840;Luke
231;Task #231;pending;2014-12-08T02:28:00+00:00;2014-12-09T06:50:00+00:00;102120;Bob
231;Task #231;documentation;2014-12-09T06:50:00+00:00;2014-12-09T13:33:00+00:00;24180;Luke
231;Task #231;development;2014-12-09T13:33:00+00:00;2014-12-10T23:14:00+00:00;121260;Mary
231;Task #231;test;2014-12-10T23:14:00+00:00;2014-12-12T22:28:00+00:00;170040;Luke
